"pais"¬"estado us"¬"ciudad"¬"pais_corregido"¬"ciudad_corregido"¬"Clave"
"Uniyed states"¬"New York"¬"Rochester"¬"Estados Unidos"¬"Rochester"¬"Uniyed states|New York|Rochester"
"Uniyes States"¬"Texas"¬"Houston"¬"Estados Unidos"¬" Houston"¬"Uniyes States|Texas|Houston"
"United States of Americas"¬"Texas"¬"Houston"¬"Estados Unidos"¬" Houston"¬"United States of Americas|Texas|Houston"
"Canada"¬¬"Regina (SK)"¬"Canadá"¬"Regina"¬"Canada||Regina (SK)"
"U.S."¬"Maryland"¬"Columbia"¬"Estados Unidos"¬"Columbia"¬"U.S.|Maryland|Columbia"
"United States"¬"Illinois"¬"Springfield"¬"Estados Unidos"¬"Springfield"¬"United States|Illinois|Springfield"
"USA"¬"Indiana"¬"Evanston, IL"¬"Estados Unidos"¬"Evanston"¬"USA|Indiana|Evanston, IL"
"Canada"¬¬"Sherbrooke"¬"Canadá"¬"Sherbrooke"¬"Canada||Sherbrooke"
"Switzerland"¬¬"Lausanne"¬"Suiza"¬"Lausanne"¬"Switzerland||Lausanne"
"USA"¬"New York"¬"Melville"¬"Estados Unidos"¬"Melville"¬"USA|New York|Melville"
"United States"¬"Wisconsin"¬"Menomonie"¬"Estados Unidos"¬"Menomonie"¬"United States|Wisconsin|Menomonie"
"United States"¬"Tennessee"¬"Chattanooga"¬"Estados Unidos"¬"Chattanooga"¬"United States|Tennessee|Chattanooga"
"United States"¬"Florida"¬"Cape Canaveral"¬"Estados Unidos"¬"Sin validar"¬"United States|Florida|Cape Canaveral"
"USA"¬"Missouri"¬"Rolla"¬"Estados Unidos"¬"Rolla"¬"USA|Missouri|Rolla"
"USA"¬"Colorado"¬"Centennial"¬"Estados Unidos"¬"Centennial"¬"USA|Colorado|Centennial"
"US"¬"North Carolina"¬"-"¬"Estados Unidos"¬"No determinada"¬"US|North Carolina|-"
"U.A."¬"California"¬"Irvine"¬"Estados Unidos"¬"Irvine"¬"U.A.|California|Irvine"
"USA"¬"Mississippi"¬"Not disclosed"¬"Estados Unidos"¬"Sin validar"¬"USA|Mississippi|Not disclosed"
"U.S.A"¬"District of Columbia"¬"Washington, D.C"¬"Estados Unidos"¬"Washington"¬"U.S.A|District of Columbia|Washington, D.C"
"United States"¬"Massachusetts"¬"Marlborough MA"¬"Estados Unidos"¬"Sin validar"¬"United States|Massachusetts|Marlborough MA"
"USA"¬"Utah"¬"Park City (remote/WFH)"¬"Estados Unidos"¬"Park City"¬"USA|Utah|Park City (remote/WFH)"
"USA"¬"Maryland"¬"Linthicum, MD"¬"Estados Unidos"¬"Linthicum"¬"USA|Maryland|Linthicum, MD"
"US"¬"Illinois"¬"Lake Zurich"¬"Estados Unidos"¬"Sin validar"¬"US|Illinois|Lake Zurich"
"US"¬"District of Columbia"¬"D.C."¬"Estados Unidos"¬"D.C."¬"US|District of Columbia|D.C."
"USA"¬"New York"¬"Beacon"¬"Estados Unidos"¬"Beacon"¬"USA|New York|Beacon"
"USA"¬"North Carolina"¬"Raleigh (remote out of VA)"¬"Estados Unidos"¬"Raleigh"¬"USA|North Carolina|Raleigh (remote out of VA)"
"USA"¬"New Jersey"¬"Egg Harbor Township "¬"Estados Unidos"¬"Sin validar"¬"USA|New Jersey|Egg Harbor Township "
"USA"¬"California"¬"Fremont"¬"Estados Unidos"¬"Fremont"¬"USA|California|Fremont"
"United States"¬"Alaska"¬"Juneau"¬"Estados Unidos"¬"Juneau"¬"United States|Alaska|Juneau"
"USA"¬"Connecticut"¬"North Haven"¬"Estados Unidos"¬"Sin validar"¬"USA|Connecticut|North Haven"
"UK"¬¬"Prefer not to say"¬"Reino Unido"¬"No determinada"¬"UK||Prefer not to say"
"United States"¬"Georgia"¬"Ball Ground"¬"Estados Unidos"¬"Sin validar"¬"United States|Georgia|Ball Ground"
"United States "¬"North Dakota"¬"Fargo"¬"Estados Unidos"¬"Fargo"¬"United States |North Dakota|Fargo"
"US"¬¬"Minneapolis"¬"Estados Unidos"¬" Minneapolis"¬"US||Minneapolis"
"UK"¬¬"WFH"¬"Reino Unido"¬"WFH"¬"UK||WFH"
"United States"¬"Illinois"¬"Elgin"¬"Estados Unidos"¬"Elgin"¬"United States|Illinois|Elgin"
"U.S."¬"Michigan"¬"Metro Detroit area"¬"Estados Unidos"¬"Sin validar"¬"U.S.|Michigan|Metro Detroit area"
"US "¬"Massachusetts"¬"Boston "¬"Estados Unidos"¬" Boston"¬"US |Massachusetts|Boston "
"United States"¬"Minnesota"¬"Minneapolis/St Paul"¬"Estados Unidos"¬"St Paul"¬"United States|Minnesota|Minneapolis/St Paul"
"USA"¬"Delaware"¬"Newark"¬"Estados Unidos"¬"Newark"¬"USA|Delaware|Newark"
"US"¬"New Jersey"¬"Parsippany"¬"Estados Unidos"¬"Parsippany"¬"US|New Jersey|Parsippany"
"Canada"¬¬"Guelph, Ontario"¬"Canadá"¬"Guelph"¬"Canada||Guelph, Ontario"
"US"¬"Alaska"¬"Anchoragr"¬"Estados Unidos"¬"Anchoragr"¬"US|Alaska|Anchoragr"
"United States"¬"California"¬"Beverly Hills"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Beverly Hills"
"USA"¬"Wisconsin"¬"New Berlin"¬"Estados Unidos"¬"Sin validar"¬"USA|Wisconsin|New Berlin"
"United States"¬"New York"¬"Upstate region"¬"Estados Unidos"¬"Sin validar"¬"United States|New York|Upstate region"
"United States"¬"Pennsylvania"¬"Remote - Lansdale"¬"Estados Unidos"¬"Lansdale"¬"United States|Pennsylvania|Remote - Lansdale"
"USA"¬"California"¬"San Luis Obispo"¬"Estados Unidos"¬"Sin validar"¬"USA|California|San Luis Obispo"
"UK"¬¬"SOUTHEND-ON-SEA"¬"Reino Unido"¬"SOUTHEND-ON-SEA"¬"UK||SOUTHEND-ON-SEA"
"US"¬"Indiana"¬"Indianapolis"¬"Estados Unidos"¬"Indianapolis"¬"US|Indiana|Indianapolis"
"usa"¬"Maryland"¬"remote"¬"Estados Unidos"¬"No determinada"¬"usa|Maryland|remote"
"United States"¬"Illinois"¬"Saint Charles"¬"Estados Unidos"¬"Sin validar"¬"United States|Illinois|Saint Charles"
"USA"¬"Massachusetts"¬"Watertown"¬"Estados Unidos"¬"Watertown"¬"USA|Massachusetts|Watertown"
"U.S."¬"Minnesota"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"U.S.|Minnesota|Remote"
"Czech republic"¬¬"Prague"¬"República Checa"¬" Praga"¬"Czech republic||Prague"
"United States"¬"Illinois"¬"rural college community"¬"Estados Unidos"¬"No determinada"¬"United States|Illinois|rural college community"
"USA"¬"Wisconsin"¬"Fennimore"¬"Estados Unidos"¬"Fennimore"¬"USA|Wisconsin|Fennimore"
"Canada"¬¬"Kamloops"¬"Canadá"¬"Kamloops"¬"Canada||Kamloops"
"US"¬"New Jersey, Pennsylvania"¬"Hawley"¬"Estados Unidos"¬"Hawley"¬"US|New Jersey, Pennsylvania|Hawley"
"United States "¬"Montana"¬"Libby "¬"Estados Unidos"¬"Libby "¬"United States |Montana|Libby "
"United States"¬"New York"¬"Bronx"¬"Estados Unidos"¬"Bronx"¬"United States|New York|Bronx"
"USA"¬"New Mexico"¬"Rio Rancho"¬"Estados Unidos"¬"Sin validar"¬"USA|New Mexico|Rio Rancho"
"United States"¬"Iowa"¬"Rural Iowa"¬"Estados Unidos"¬"No determinada"¬"United States|Iowa|Rural Iowa"
"United States of America"¬"Washington"¬"Olympia"¬"Estados Unidos"¬"Olympia"¬"United States of America|Washington|Olympia"
"United States "¬"California"¬"San Jose "¬"Estados Unidos"¬" San José"¬"United States |California|San Jose "
"United States"¬"Georgia, Washington"¬"Seattle"¬"Estados Unidos"¬" Seattle"¬"United States|Georgia, Washington|Seattle"
"United States"¬"California"¬"Long Beach"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Long Beach"
"Usa"¬"Virginia"¬"Suffolk "¬"Estados Unidos"¬"Suffolk "¬"Usa|Virginia|Suffolk "
"United states"¬"Illinois"¬"Aurora"¬"Estados Unidos"¬"Aurora"¬"United states|Illinois|Aurora"
"Canada"¬¬"Winkler"¬"Canadá"¬"Winkler"¬"Canada||Winkler"
"US"¬"District of Columbia"¬"washington dc "¬"Estados Unidos"¬"Washington D.C."¬"US|District of Columbia|washington dc "
"United States"¬"New Jersey"¬"Hoboken"¬"Estados Unidos"¬"Hoboken"¬"United States|New Jersey|Hoboken"
"US"¬"New Jersey"¬"Bridgewater"¬"Estados Unidos"¬"Bridgewater"¬"US|New Jersey|Bridgewater"
"United States"¬"Massachusetts"¬"North Chicago"¬"Estados Unidos"¬"Sin validar"¬"United States|Massachusetts|North Chicago"
"United States"¬"Rhode Island"¬"Warwick"¬"Estados Unidos"¬"Warwick"¬"United States|Rhode Island|Warwick"
"united states"¬"North Carolina"¬"Clinton"¬"Estados Unidos"¬"Clinton"¬"united states|North Carolina|Clinton"
"USA"¬"Minnesota"¬"Saint Paul "¬"Estados Unidos"¬"Sin validar"¬"USA|Minnesota|Saint Paul "
"United States"¬"Maryland"¬"Central MD"¬"Estados Unidos"¬"Sin validar"¬"United States|Maryland|Central MD"
"USA"¬"South Carolina"¬"Gaston"¬"Estados Unidos"¬"Gaston"¬"USA|South Carolina|Gaston"
"United States"¬"Massachusetts"¬"Newburyport "¬"Estados Unidos"¬"Newburyport "¬"United States|Massachusetts|Newburyport "
"USA"¬"Maryland"¬"Joppatowne (Near Baltimore, MD)"¬"Estados Unidos"¬"Joppatowne"¬"USA|Maryland|Joppatowne (Near Baltimore, MD)"
"The Netherlands"¬¬"Leiden"¬"Países Bajos"¬"Leiden"¬"The Netherlands||Leiden"
"us"¬"Pennsylvania"¬"philadelphia "¬"Estados Unidos"¬" Filadelfia"¬"us|Pennsylvania|philadelphia "
"United States"¬"Wisconsin"¬"Sheboygan"¬"Estados Unidos"¬"Sheboygan"¬"United States|Wisconsin|Sheboygan"
"US"¬"Wyoming"¬"Laramie"¬"Estados Unidos"¬"Laramie"¬"US|Wyoming|Laramie"
"US"¬"New Jersey"¬"Trenton"¬"Estados Unidos"¬"Trenton"¬"US|New Jersey|Trenton"
"US"¬"Ohio"¬"Few hours outside Columbus "¬"Estados Unidos"¬" Columbus"¬"US|Ohio|Few hours outside Columbus "
"USA"¬"Iowa"¬"Des Moines "¬"Estados Unidos"¬"Des Moines"¬"USA|Iowa|Des Moines "
"United States"¬"Minnesota"¬"Southern MN"¬"Estados Unidos"¬"Sin validar"¬"United States|Minnesota|Southern MN"
"U.S."¬"Maryland"¬"Greenbelt"¬"Estados Unidos"¬"Greenbelt"¬"U.S.|Maryland|Greenbelt"
"United States"¬¬"Remote employee pre-pandemic "¬"Estados Unidos"¬"No determinada"¬"United States||Remote employee pre-pandemic "
"United states "¬"Missouri"¬"Kansas city "¬"Estados Unidos"¬" Kansas City"¬"United states |Missouri|Kansas city "
"USA"¬"California"¬"Rocklin (Sacramento area)"¬"Estados Unidos"¬"Sacramento"¬"USA|California|Rocklin (Sacramento area)"
"United States"¬"Illinois"¬"Elgin, Illinois"¬"Estados Unidos"¬"Elgin"¬"United States|Illinois|Elgin, Illinois"
"U.S"¬"Washington"¬"Bellevue"¬"Estados Unidos"¬"Bellevue"¬"U.S|Washington|Bellevue"
"United States"¬"Nevada"¬"Boulder City"¬"Estados Unidos"¬"Boulder"¬"United States|Nevada|Boulder City"
"US"¬"Virginia"¬"Washington, DC"¬"Estados Unidos"¬" Washington D.C."¬"US|Virginia|Washington, DC"
"USA"¬"Vermont"¬"Morrisville"¬"Estados Unidos"¬"Morrisville"¬"USA|Vermont|Morrisville"
"Czechia"¬¬"Prague"¬"República Checa"¬" Praga"¬"Czechia||Prague"
"USA"¬"New York"¬"Garden City"¬"Estados Unidos"¬"Sin validar"¬"USA|New York|Garden City"
"United States"¬"Connecticut"¬"Windsor"¬"Estados Unidos"¬"Windsor"¬"United States|Connecticut|Windsor"
"US"¬"New Hampshire"¬"Hanover"¬"Estados Unidos"¬"Hanover"¬"US|New Hampshire|Hanover"
"United States"¬"Virginia"¬"Bristol"¬"Estados Unidos"¬" Bristol"¬"United States|Virginia|Bristol"
"United States"¬"Florida"¬"Ft Myers"¬"Estados Unidos"¬"Sin validar"¬"United States|Florida|Ft Myers"
"United States"¬"California"¬"Chula Vista"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Chula Vista"
"US"¬"North Carolina"¬"Charlotte"¬"Estados Unidos"¬" Charlotte"¬"US|North Carolina|Charlotte"
"United States"¬"Michigan"¬"Novi"¬"Estados Unidos"¬"Novi"¬"United States|Michigan|Novi"
"US"¬"California"¬"Sacramento "¬"Estados Unidos"¬"Sacramento"¬"US|California|Sacramento "
"Sweden"¬¬"Stockholm. But also from Italy (online work). Or anywhere actually."¬"Suecia"¬"Stockholm"¬"Sweden||Stockholm. But also from Italy (online work). Or anywhere actually."
"United States"¬"Pennsylvania"¬"Allentown"¬"Estados Unidos"¬"Allentown"¬"United States|Pennsylvania|Allentown"
"USA"¬"California"¬"Madera"¬"Estados Unidos"¬"Madera"¬"USA|California|Madera"
"USA"¬"Wisconsin"¬"Ashland"¬"Estados Unidos"¬"Ashland"¬"USA|Wisconsin|Ashland"
"United States"¬"Michigan"¬"Rochester Hills"¬"Estados Unidos"¬"Rochester Hills"¬"United States|Michigan|Rochester Hills"
"United States"¬"Minnesota"¬"Buffalo"¬"Estados Unidos"¬"Buffalo "¬"United States|Minnesota|Buffalo"
"US"¬"Kansas"¬"Wichita"¬"Estados Unidos"¬"Wichita"¬"US|Kansas|Wichita"
"United States"¬"Missouri"¬"Rural Missouri"¬"Estados Unidos"¬"No determinada"¬"United States|Missouri|Rural Missouri"
"USA"¬"California"¬"Morgan Hill"¬"Estados Unidos"¬"Sin validar"¬"USA|California|Morgan Hill"
"United States"¬"Illinois"¬"choose not to answer"¬"Estados Unidos"¬"No determinada"¬"United States|Illinois|choose not to answer"
"US"¬"Texas"¬"College Station"¬"Estados Unidos"¬"Sin validar"¬"US|Texas|College Station"
"USA"¬"Alaska, Maryland"¬"Rockville"¬"Estados Unidos"¬"Rockville"¬"USA|Alaska, Maryland|Rockville"
"USA"¬"California"¬"San Mateo"¬"Estados Unidos"¬"Sin validar"¬"USA|California|San Mateo"
"USA"¬"California"¬"Bakersfield"¬"Estados Unidos"¬"Bakersfield"¬"USA|California|Bakersfield"
"United States"¬"Florida"¬"rural Florida"¬"Estados Unidos"¬"No determinada"¬"United States|Florida|rural Florida"
"USA"¬¬"Austin"¬"Estados Unidos"¬" Austin"¬"USA||Austin"
"USA"¬"Connecticut"¬"Remote "¬"Estados Unidos"¬"No determinada"¬"USA|Connecticut|Remote "
"US"¬"Florida"¬"Orlando"¬"Estados Unidos"¬"Orlando"¬"US|Florida|Orlando"
"United States"¬"Massachusetts"¬"Pittsfiel"¬"Estados Unidos"¬"Pittsfiel"¬"United States|Massachusetts|Pittsfiel"
"UNITED STATES"¬"Ohio"¬"Delaware"¬"Estados Unidos"¬"Delaware"¬"UNITED STATES|Ohio|Delaware"
"Canada"¬¬"Toronto "¬"Canadá"¬" Toronto"¬"Canada||Toronto "
"United States"¬"Maryland"¬"NA (remote)"¬"Estados Unidos"¬"No determinada"¬"United States|Maryland|NA (remote)"
"US"¬"Pennsylvania"¬"ROYERSFORD"¬"Estados Unidos"¬"ROYERSFORD"¬"US|Pennsylvania|ROYERSFORD"
"US"¬"Georgia"¬"Macon, GA"¬"Estados Unidos"¬"Macon"¬"US|Georgia|Macon, GA"
"US"¬"Indiana"¬"Fort Wayne"¬"Estados Unidos"¬"Sin validar"¬"US|Indiana|Fort Wayne"
"USA"¬"Pennsylvania"¬"Reading"¬"Estados Unidos"¬"Reading"¬"USA|Pennsylvania|Reading"
"US"¬"Colorado"¬"Not Denver"¬"Estados Unidos"¬"Sin validar"¬"US|Colorado|Not Denver"
"United States"¬"Massachusetts"¬"Walpole"¬"Estados Unidos"¬"Walpole"¬"United States|Massachusetts|Walpole"
"United States"¬"Vermont"¬"South Burlington"¬"Estados Unidos"¬"Sin validar"¬"United States|Vermont|South Burlington"
"Canada"¬¬"Western canada"¬"Canadá"¬"Sin validar"¬"Canada||Western canada"
"US"¬"Iowa"¬"Cedar Rapids"¬"Estados Unidos"¬"Sin validar"¬"US|Iowa|Cedar Rapids"
"United States"¬"Illinois"¬"Chicagoland"¬"Estados Unidos"¬"Chicagoland"¬"United States|Illinois|Chicagoland"
"USA"¬"California"¬"Lincoln"¬"Estados Unidos"¬"Lincoln"¬"USA|California|Lincoln"
"USA"¬"Michigan"¬"Benton Harbor "¬"Estados Unidos"¬"Sin validar"¬"USA|Michigan|Benton Harbor "
"UK"¬¬"Orkney"¬"Reino Unido"¬"Orkney"¬"UK||Orkney"
"US"¬"North Carolina"¬"Charlotte area "¬"Estados Unidos"¬"Sin validar"¬"US|North Carolina|Charlotte area "
"United States"¬"Michigan"¬"Metro Detroit"¬"Estados Unidos"¬"Sin validar"¬"United States|Michigan|Metro Detroit"
"USA"¬"New York"¬"Binghamton"¬"Estados Unidos"¬"Binghamton"¬"USA|New York|Binghamton"
"USA"¬"Illinois"¬"North Chicago"¬"Estados Unidos"¬"Sin validar"¬"USA|Illinois|North Chicago"
"Canada"¬¬"Greater Vancouver"¬"Canadá"¬"No determinada"¬"Canada||Greater Vancouver"
"United Kingdom"¬¬"Newcastle upon Tyne "¬"Reino Unido"¬"Sin validar"¬"United Kingdom||Newcastle upon Tyne "
"Canada "¬¬"Toronto "¬"Canadá"¬" Toronto"¬"Canada ||Toronto "
"United State"¬"New Jersey"¬"Newark, NJ"¬"Estados Unidos"¬"Newark"¬"United State|New Jersey|Newark, NJ"
"United States"¬"Connecticut"¬"Bloomfield"¬"Estados Unidos"¬"Bloomfield"¬"United States|Connecticut|Bloomfield"
"USA"¬"New Jersey"¬"Vineland"¬"Estados Unidos"¬"Vineland"¬"USA|New Jersey|Vineland"
"United States"¬"Illinois"¬"Chicago area"¬"Estados Unidos"¬"Sin validar"¬"United States|Illinois|Chicago area"
"USA"¬"Texas"¬"San Marcos"¬"Estados Unidos"¬"Sin validar"¬"USA|Texas|San Marcos"
"USA"¬"New Jersey"¬"Central NJ"¬"Estados Unidos"¬"Sin validar"¬"USA|New Jersey|Central NJ"
"USA "¬"California"¬"Tustin "¬"Estados Unidos"¬"Tustin "¬"USA |California|Tustin "
"United States"¬"Colorado"¬"Arvada"¬"Estados Unidos"¬"Arvada"¬"United States|Colorado|Arvada"
"United States"¬"Pennsylvania"¬"Doylestown "¬"Estados Unidos"¬"Doylestown "¬"United States|Pennsylvania|Doylestown "
"United States"¬"North Dakota"¬"Fargo"¬"Estados Unidos"¬"Fargo"¬"United States|North Dakota|Fargo"
"United States"¬"Texas"¬"Large metro area"¬"Estados Unidos"¬"Sin validar"¬"United States|Texas|Large metro area"
"United States "¬"Virginia"¬"Alexandria "¬"Estados Unidos"¬" Alejandría"¬"United States |Virginia|Alexandria "
"United States"¬"Ohio"¬"Avon Lake"¬"Estados Unidos"¬"Sin validar"¬"United States|Ohio|Avon Lake"
"Canada"¬¬"Fort McMurray"¬"Canadá"¬"Sin validar"¬"Canada||Fort McMurray"
"United States of America"¬"South Carolina"¬"Florence"¬"Estados Unidos"¬"Florence"¬"United States of America|South Carolina|Florence"
"United States"¬"Virginia"¬"Fairfax Station"¬"Estados Unidos"¬"Sin validar"¬"United States|Virginia|Fairfax Station"
"USA"¬"Oklahoma"¬"Eufaula"¬"Estados Unidos"¬"Eufaula"¬"USA|Oklahoma|Eufaula"
"Canada"¬¬"Alberta"¬"Canadá"¬"Alberta"¬"Canada||Alberta"
"United States of America "¬"New York"¬"Buffalo"¬"Estados Unidos"¬"Buffalo "¬"United States of America |New York|Buffalo"
"USA"¬"Texas"¬"Fort Worth"¬"Estados Unidos"¬"Sin validar"¬"USA|Texas|Fort Worth"
"USA"¬"Virginia"¬"Arlington "¬"Estados Unidos"¬" Arlington"¬"USA|Virginia|Arlington "
"United States"¬"Indiana"¬"Anderson"¬"Estados Unidos"¬"Anderson"¬"United States|Indiana|Anderson"
"United States"¬"California"¬"Palo Alto"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Palo Alto"
"United States"¬"Utah"¬"Lindon"¬"Estados Unidos"¬"Lindon"¬"United States|Utah|Lindon"
"United States"¬"Massachusetts"¬"Cambridge "¬"Estados Unidos"¬" Cambridge"¬"United States|Massachusetts|Cambridge "
"Mexico"¬¬"Hermosillo, Sonora"¬"México"¬"Hermosillo"¬"Mexico||Hermosillo, Sonora"
"U.S."¬"Arizona"¬"Phoenix"¬"Estados Unidos"¬" Phoenix"¬"U.S.|Arizona|Phoenix"
"united states"¬"Texas"¬"missouri city"¬"Estados Unidos"¬"Sin validar"¬"united states|Texas|missouri city"
"USA"¬"Idaho"¬"Coeur d'Alene"¬"Estados Unidos"¬"Sin validar"¬"USA|Idaho|Coeur d'Alene"
"USA"¬"New Jersey"¬"Fort Lee"¬"Estados Unidos"¬"Sin validar"¬"USA|New Jersey|Fort Lee"
"United States"¬"Maine"¬"Wells"¬"Estados Unidos"¬"Wells"¬"United States|Maine|Wells"
"United States"¬"Washington"¬"Aberdeen"¬"Estados Unidos"¬"Aberdeen"¬"United States|Washington|Aberdeen"
"U.S.A"¬"Texas"¬"Dallas"¬"Estados Unidos"¬" Dallas"¬"U.S.A|Texas|Dallas"
"USA"¬"Texas"¬"Galveston"¬"Estados Unidos"¬"Galveston"¬"USA|Texas|Galveston"
"US"¬"Indiana"¬"Porter County"¬"Estados Unidos"¬"Sin validar"¬"US|Indiana|Porter County"
"US"¬"Mississippi"¬"Starkville"¬"Estados Unidos"¬"Starkville"¬"US|Mississippi|Starkville"
"US"¬"California"¬"Los Angeles "¬"Estados Unidos"¬" Los Ángeles"¬"US|California|Los Angeles "
"USA"¬"New York"¬"Ithaca"¬"Estados Unidos"¬"Ithaca"¬"USA|New York|Ithaca"
"England "¬¬"London"¬"Reino Unido"¬" Londres"¬"England ||London"
"United States"¬"Arizona"¬"Sierra Vista"¬"Estados Unidos"¬"Sin validar"¬"United States|Arizona|Sierra Vista"
"United States "¬"Oklahoma"¬"Oklahoma City "¬"Estados Unidos"¬"Sin validar"¬"United States |Oklahoma|Oklahoma City "
"United States"¬"New Jersey"¬"xxx"¬"Estados Unidos"¬"xxx"¬"United States|New Jersey|xxx"
"United Kingdom "¬¬"Blackpool"¬"Reino Unido"¬"Blackpool"¬"United Kingdom ||Blackpool"
"Usa"¬"Virginia"¬"Virginia Beach"¬"Estados Unidos"¬"Sin validar"¬"Usa|Virginia|Virginia Beach"
"Usa"¬"Wisconsin"¬"Port washington"¬"Estados Unidos"¬"Sin validar"¬"Usa|Wisconsin|Port washington"
"United States "¬"Oregon"¬"Portland"¬"Estados Unidos"¬" Portland"¬"United States |Oregon|Portland"
"USA"¬"Florida"¬"Coral Gables"¬"Estados Unidos"¬"Sin validar"¬"USA|Florida|Coral Gables"
"USA"¬"California"¬"Menlo Park"¬"Estados Unidos"¬"Sin validar"¬"USA|California|Menlo Park"
"United States"¬"Massachusetts"¬"Northborough "¬"Estados Unidos"¬"Northborough "¬"United States|Massachusetts|Northborough "
"US"¬"Maryland"¬"Bethesda"¬"Estados Unidos"¬"Bethesda"¬"US|Maryland|Bethesda"
"US"¬"Massachusetts"¬"I'm permanently remote in MA, company is global."¬"Estados Unidos"¬"No determinada"¬"US|Massachusetts|I'm permanently remote in MA, company is global."
"United States"¬"Maine"¬"Bangor"¬"Estados Unidos"¬"Bangor"¬"United States|Maine|Bangor"
"USA"¬"Wyoming"¬"Remote--don't work in same state as my employer is located"¬"Estados Unidos"¬"No determinada"¬"USA|Wyoming|Remote--don't work in same state as my employer is located"
"US"¬"Pennsylvania"¬"Erie"¬"Estados Unidos"¬"Erie"¬"US|Pennsylvania|Erie"
"USA"¬"Connecticut"¬"Middletown"¬"Estados Unidos"¬"Middletown"¬"USA|Connecticut|Middletown"
"Germany"¬¬"Göttingen"¬"Alemania"¬"Göttingen"¬"Germany||Göttingen"
"USA"¬"Virginia"¬"Nottoway County"¬"Estados Unidos"¬"Sin validar"¬"USA|Virginia|Nottoway County"
"United States "¬"Washington"¬"Prefer not to say"¬"Estados Unidos"¬"No determinada"¬"United States |Washington|Prefer not to say"
"United States"¬"Maryland"¬"--"¬"Estados Unidos"¬"No determinada"¬"United States|Maryland|--"
"United States"¬"Colorado"¬"Denver Metro"¬"Estados Unidos"¬"Sin validar"¬"United States|Colorado|Denver Metro"
"Canada"¬¬"Peterborough"¬"Canadá"¬"Peterborough"¬"Canada||Peterborough"
"Uk"¬¬"Inverness"¬"Reino Unido"¬"Inverness"¬"Uk||Inverness"
"UK"¬¬"Ardrossan"¬"Reino Unido"¬"Ardrossan"¬"UK||Ardrossan"
"Usa "¬"Colorado"¬"Denver "¬"Estados Unidos"¬" Denver"¬"Usa |Colorado|Denver "
"England"¬¬"Doncaster"¬"Reino Unido"¬"Doncaster"¬"England||Doncaster"
"USA"¬"Arkansas"¬"El Dorado"¬"Estados Unidos"¬"Sin validar"¬"USA|Arkansas|El Dorado"
"United States"¬"Oregon"¬"La Grande"¬"Estados Unidos"¬"Sin validar"¬"United States|Oregon|La Grande"
"US"¬"Missouri"¬"St Louis "¬"Estados Unidos"¬"Sin validar"¬"US|Missouri|St Louis "
"Uk"¬¬"Milton Keynes "¬"Reino Unido"¬"Sin validar"¬"Uk||Milton Keynes "
"Us"¬"Illinois"¬"Augusta IL"¬"Estados Unidos"¬"Sin validar"¬"Us|Illinois|Augusta IL"
"USA"¬"Massachusetts"¬"WFH"¬"Estados Unidos"¬"WFH"¬"USA|Massachusetts|WFH"
"USA"¬"Massachusetts"¬"Plymouth "¬"Estados Unidos"¬"Plymouth "¬"USA|Massachusetts|Plymouth "
"United States"¬"Michigan"¬"Clawson"¬"Estados Unidos"¬"Clawson"¬"United States|Michigan|Clawson"
"United States"¬"Massachusetts"¬"Cambridge MA"¬"Estados Unidos"¬"Sin validar"¬"United States|Massachusetts|Cambridge MA"
"USA "¬"District of Columbia"¬"Washington DC "¬"Estados Unidos"¬"Washington D.C."¬"USA |District of Columbia|Washington DC "
"America"¬"Florida"¬"Orlando"¬"Estados Unidos"¬"Orlando"¬"America|Florida|Orlando"
"USA"¬"New York"¬"Niskayuna"¬"Estados Unidos"¬"Niskayuna"¬"USA|New York|Niskayuna"
"USA"¬"Maine"¬"Auburn"¬"Estados Unidos"¬"Auburn"¬"USA|Maine|Auburn"
"USA"¬"Maryland"¬"Mount Airy"¬"Estados Unidos"¬"Sin validar"¬"USA|Maryland|Mount Airy"
"United States of America"¬"California"¬"San Jose"¬"Estados Unidos"¬" San José"¬"United States of America|California|San Jose"
"United States"¬"Illinois"¬"Westchester"¬"Estados Unidos"¬"Westchester"¬"United States|Illinois|Westchester"
"US"¬"Illinois"¬"Green Oaks"¬"Estados Unidos"¬"Sin validar"¬"US|Illinois|Green Oaks"
"US"¬"Arizona"¬"Gilbert"¬"Estados Unidos"¬"Gilbert"¬"US|Arizona|Gilbert"
"Canada "¬¬"Ottawa"¬"Canadá"¬"Ottawa"¬"Canada ||Ottawa"
"United States"¬"Washington"¬"Vancouver"¬"Estados Unidos"¬" Vancouver"¬"United States|Washington|Vancouver"
"USA"¬"Tennessee"¬"Murfreesboro"¬"Estados Unidos"¬"Murfreesboro"¬"USA|Tennessee|Murfreesboro"
"United States"¬"Ohio"¬"Columbia "¬"Estados Unidos"¬"Columbia"¬"United States|Ohio|Columbia "
"U.S.A."¬"Connecticut"¬"Trumbull"¬"Estados Unidos"¬"Trumbull"¬"U.S.A.|Connecticut|Trumbull"
"United States"¬"Oregon"¬"Hillsboro"¬"Estados Unidos"¬"Hillsboro"¬"United States|Oregon|Hillsboro"
